Region,Division,District,BEIS School ID,School Name,Street Address,Province,Municipality,Legislative District,Barangay,Sector,School Subclassification,School Type,Modified COC,K Male,K Female,G1 Male,G1 Female,G2 Male,G2 Female,G3 Male,G3 Female,G4 Male,G4 Female,G5 Male,G5 Female,G6 Male,G6 Female,Elem NG Male,Elem NG Female,G7 Male,G7 Female,G8 Male,G8 Female,G9 Male,G9 Female,G10 Male,G10 Female,JHS NG Male,JHS NG Female,G11 ACAD - ABM Male,G11 ACAD - ABM Female,G11 ACAD - HUMSS Male,G11 ACAD - HUMSS Female,G11 ACAD STEM Male,G11 ACAD STEM Female,G11 ACAD GAS Male,G11 ACAD GAS Female,G11 ACAD PBM Male,G11 ACAD PBM Female,G11 TVL Male,G11 TVL Female,G11 SPORTS Male,G11 SPORTS Female,G11 ARTS Male,G11 ARTS Female,G12 ACAD - ABM Male,G12 ACAD - ABM Female,G12 ACAD - HUMSS Male,G12 ACAD - HUMSS Female,G12 ACAD STEM Male,G12 ACAD STEM Female,G12 ACAD GAS Male,G12 ACAD GAS Female,G12 ACAD PBM Male,G12 ACAD PBM Female,G12 TVL Male,G12 TVL Female,G12 SPORTS Male,G12 SPORTS Female,G12 ARTS Male,G12 ARTS Female
Region IV-A,Dasmarinas City,Dasmariñas I,401947,GRACE HORIZON GRADE SCHOOL,BLK 83 LOT 24 MABUHAY HOMES 2000,CAVITE,CITY OF DASMARIÑAS,4th District,SALAWAG,Private,Non-Sectarian ,School with no Annexes,Purely ES,9,10,18,13,13,10,13,11,6,9,8,5,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Dasmarinas City,Dasmariñas I,401949,GLENRIDGE SCHOOL CORPORATION,JOSE ABAD SANTOS AVE.  SALITRAN IV,CAVITE,CITY OF DASMARIÑAS,4th District,SALITRAN IV,Private,Non-Sectarian ,School with no Annexes,ES and JHS,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Dasmarinas City,Dasmariñas I,401953,HOLY BLESSING MONTESSORI INTERNATIONAL SCHOOL,CONGRESSIONAL AVE. ,CAVITE,CITY OF DASMARIÑAS,4th District,SALITRAN III,Private,Non-Sectarian ,School with no Annexes,Purely ES,9,11,8,6,6,5,6,2,5,6,5,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Dasmarinas City,Dasmariñas I,401954,"HOLY CHILD JESUS MONTESSORI SCHOOL OF DASMA, INC.","GATE 1 VILLA CATALINA, SAN AGUSTIN III, DASMA., CAVITE",CAVITE,CITY OF DASMARIÑAS,4th District,SAN AGUSTIN III,Private,Non-Sectarian ,School with no Annexes,ES and JHS,34,31,34,31,27,23,33,32,25,17,34,39,33,38,0,0,29,25,40,37,29,25,29,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Dasmarinas City,Dasmariñas I,401956,HOLY REDEEMER SCHOOL,BLK 57 L 1 - 34 PH. 4 MABUHAY CITY,CAVITE,CITY OF DASMARIÑAS,4th District,PALIPARAN III,Private,Non-Sectarian ,School with no Annexes,All Offering,26,5,16,18,15,15,13,15,11,12,21,17,18,15,0,0,28,34,31,22,34,31,44,37,0,0,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,9,7,0,0,19,16,0,0,0,0,0,0,0,0
Region IV-A,Dasmarinas City,Dasmariñas I,401959,IMMACULATE CONCEPTION ACADEMY-WEST CAMPUS,AMUNTAY RD. ,CAVITE,CITY OF DASMARIÑAS,4th District,ZONE III (POB.),Private,Non-Sectarian ,School with no Annexes,JHS with SHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,26,25,16,26,20,24,0,0,0,0,8,17,13,20,0,0,0,0,0,0,0,0,0,0,1,9,12,7,21,24,0,0,0,0,0,0,0,0,0,0
Region IV-A,Dasmarinas City,Dasmariñas I,401960,IMMACULATE CONCEPTION ACADEMY-PLAZA CAMPUS,"POB., CITY OF DASMARIÑAS, CAVITE",CAVITE,CITY OF DASMARIÑAS,4th District,ZONE IV (POB.),Private,Non-Sectarian ,School with no Annexes,All Offering,0,0,14,6,12,10,6,9,7,11,12,11,12,11,0,0,18,17,19,21,12,26,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Dasmarinas City,Dasmariñas I,401962,"INFANT JESUS COLLEGES CAVITE, INC.","B13 L1-28 SOUTH I SAN MARINO CITY SALAWAG, DASMARIÑAS CITY, ",CAVITE,CITY OF DASMARIÑAS,4th District,SALAWAG,Private,Non-Sectarian ,Mother school,ES and JHS,2,2,7,4,0,3,3,0,4,1,4,0,2,4,0,0,2,1,4,0,6,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Dasmarinas City,Dasmariñas I,401966,ISLAMIC STUDIES CALL & GUIDANCE SCHOOL,JOSE ABAD SANTOS,CAVITE,CITY OF DASMARIÑAS,4th District,SALITRAN I,Private,Non-Sectarian ,School with no Annexes,All Offering,9,9,14,7,13,11,8,7,6,7,11,8,7,3,0,0,12,12,13,19,12,11,6,15,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0
Region IV-A,Dasmarinas City,Dasmariñas I,401968,JABEZ CHRISTIAN SCHOOL,KM. 36 GOV. DRIVE,CAVITE,CITY OF DASMARIÑAS,4th District,SAMPALOC IV,Private,Non-Sectarian ,School with no Annexes,All Offering,6,6,7,10,6,12,5,7,4,4,6,6,11,7,0,0,6,8,4,5,4,7,16,4,0,0,0,0,3,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0
Region IV-A,Dasmarinas City,Dasmariñas I,401972,JESU MARI SCHOOL,B2 & 22 L1-4 PHV SAN MARINO EAST BO. SALAWAG,CAVITE,CITY OF DASMARIÑAS,4th District,SALAWAG,Private,Non-Sectarian ,School with no Annexes,All Offering,7,4,3,4,1,6,10,7,7,4,13,4,10,8,0,0,8,3,13,10,4,2,7,4,0,0,2,3,0,0,0,0,7,13,0,0,0,0,0,0,0,0,3,3,0,0,0,0,19,9,0,0,0,0,0,0,0,0
Region IV-A,Dasmarinas City,Dasmariñas I,401973,"JESUS CHRIST KING OF KINGS AND LORD OF LORDS ACADEMY, INC.","MARILAG SUBD., GEN. AGUINALDO HIGHWAY, ZONE 1-A",CAVITE,CITY OF DASMARIÑAS,4th District,ZONE I (POB.),Private,Non-Sectarian ,School with no Annexes,All Offering,22,20,21,14,19,16,21,19,14,16,21,15,25,23,0,0,20,35,13,23,30,28,29,30,0,0,3,8,1,2,13,6,0,0,0,0,0,0,0,0,0,0,2,6,1,2,16,7,0,0,0,0,0,0,0,0,0,0
Region IV-A,Dasmarinas City,Dasmariñas I,401977,JESUS SON OF MARY ACADEMY,OUR MOTHER OF PERPETUAL HELP PARISH,CAVITE,CITY OF DASMARIÑAS,4th District,SAN MANUEL II,Private,Sectarian ,School with no Annexes,All Offering,33,13,20,21,14,15,13,7,9,12,15,14,17,9,0,0,27,18,28,31,33,31,22,21,0,0,10,20,33,17,36,35,0,0,0,0,0,0,0,0,0,0,10,14,18,14,34,21,0,0,0,0,0,0,0,0,0,0
Region IV-A,Dasmarinas City,Dasmariñas I,401978,JESUS THE HEART OF GOD CHRISTIAN ACADEMY-MAIN,"BLK.59 LOT 16-19, MABUHAY HOMES 2000, ",CAVITE,CITY OF DASMARIÑAS,4th District,PALIPARAN II,Private,Sectarian ,Mother school,All Offering,15,9,2,6,6,6,8,4,4,5,6,5,9,3,0,0,0,0,0,0,0,0,0,0,0,0,6,9,11,11,0,0,13,11,0,0,0,0,0,0,0,0,9,9,4,5,0,0,15,5,0,0,0,0,0,0,0,0
Region IV-A,Dasmarinas City,Dasmariñas I,401980,JOGEN ANDRILA ACADEMY,"BLK 109 L14 PH 3 PALIPARAN III DASMARIÑAS CITY, CAVITE",CAVITE,CITY OF DASMARIÑAS,4th District,PALIPARAN III,Private,Non-Sectarian ,School with no Annexes,ES and JHS,3,2,0,2,1,1,0,1,1,0,2,0,3,1,0,0,3,1,1,2,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Dasmarinas City,Dasmariñas I,401984,KIN YANG ACADEMY INC.,"360-A, DON P. CAMPOS AVE., ",CAVITE,CITY OF DASMARIÑAS,4th District,SABANG,Private,Non-Sectarian ,School with no Annexes,All Offering,0,0,14,20,13,11,5,10,8,9,12,13,13,8,0,0,87,82,129,132,117,100,65,62,0,0,17,29,35,34,55,39,15,5,0,0,42,24,0,0,0,0,8,13,24,15,43,32,22,3,0,0,31,25,0,0,0,0
Region IV-A,Dasmarinas City,Dasmariñas I,401987,BRIGHTWAYS ACADEMY-LANGKAAN CAMPUS,LANGKAAN 1,CAVITE,CITY OF DASMARIÑAS,4th District,LANGKAAN I,Private,Sectarian ,School with no Annexes,ES and JHS,5,4,5,4,2,2,7,2,3,1,8,3,2,1,0,0,0,4,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Dasmarinas City,Dasmariñas I,401988,"LEGACY OF WISDOM ACADEMY OF DASMARINAS, INC.","B45 L8-18 P3 GOLDEN CITY, DASMA 1",CAVITE,CITY OF DASMARIÑAS,4th District,SALAWAG,Private,Non-Sectarian ,School with no Annexes,All Offering,16,19,11,7,10,16,15,8,5,8,13,12,23,11,0,0,20,20,23,28,17,27,26,27,0,0,5,4,2,3,0,0,7,4,0,0,0,0,0,0,0,0,1,4,0,4,0,0,11,10,0,0,0,0,0,0,0,0
Region IV-A,Dasmarinas City,Dasmariñas I,401991,ST. MARY'S ACADEME INC. - ANNEX,CONFEDERATION DRIVE CITYHOMES SUBDIVISION,CAVITE,CITY OF DASMARIÑAS,4th District,SAMPALOC IV,Private,Non-Sectarian ,Annex or Extension school(s),ES and JHS,6,3,5,6,7,4,10,6,2,2,10,3,4,4,0,0,4,1,2,2,3,4,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Dasmarinas City,Dasmariñas I,401992,ST. MARY'S ACADEME INC. - MAIN,BLK 13 LOT 14 BRGY. FATIMA 1-K,CAVITE,CITY OF DASMARIÑAS,4th District,FATIMA I,Private,Non-Sectarian ,Mother school,ES and JHS,7,2,5,6,7,3,5,2,4,2,4,3,2,4,0,0,1,2,1,1,3,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Dasmarinas City,Dasmariñas I,401997,MAHONRI ACADEMY & SCIENCE HIGH SCHOOL,PH.3 MABUHAY HOMES 2000,CAVITE,CITY OF DASMARIÑAS,4th District,PALIPARAN II,Private,Non-Sectarian ,School with no Annexes,All Offering,45,33,28,21,39,31,30,33,31,24,19,29,24,40,0,0,23,29,25,20,26,38,28,32,0,0,6,3,9,13,22,15,0,0,0,0,0,0,0,0,0,0,6,9,5,4,30,10,0,1,0,0,0,0,0,0,0,0
Region IV-A,Dasmarinas City,Dasmariñas I,401998,MARIA AUSILIATRICE MONTESSORI,LANGKA ST. GREENFIELD HEIGHTS SUBDIVISION,CAVITE,CITY OF DASMARIÑAS,4th District,SAMPALOC II,Private,Non-Sectarian ,School with no Annexes,Purely ES,3,2,1,5,2,2,5,1,5,4,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Dasmarinas City,Dasmariñas I,401999,MARVELOUS LIGHT CHRISTIAN ACADEMY,BLK19 L3 LISBON ST. SUMMERWIN IV BUROL MAIN DASMARINAS CITY,CAVITE,CITY OF DASMARIÑAS,4th District,BUROL,Private,Non-Sectarian ,School with no Annexes,ES and JHS,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Dasmarinas City,Dasmariñas I,402002,MARY MEDIATRIX OF ALL GRACE SCHOOL,B5 L11/13 ST. PIUS WINDWARDHILLS,CAVITE,CITY OF DASMARIÑAS,4th District,BUROL II,Private,Sectarian ,School with no Annexes,Purely ES,3,6,2,6,5,7,3,2,1,4,4,3,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Dasmarinas City,Dasmariñas I,402004,"MATER CRISTE ACADEMY, INC.","BLK. 10 LOT 58-61, ALBATROSS ST. SOUTHCREST VILLAGE",CAVITE,CITY OF DASMARIÑAS,4th District,SAN AGUSTIN II,Private,Non-Sectarian ,School with no Annexes,Purely ES,5,5,5,5,2,5,5,2,3,4,1,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Dasmarinas City,Dasmariñas I,402005,METANOIAH ACADEMY,"MABUHAY CITY PALIPARAN III, CITY OF DASMARIÑAS, CAVITE",CAVITE,CITY OF DASMARIÑAS,4th District,PALIPARAN III,Private,Non-Sectarian ,School with no Annexes,ES and JHS,17,11,14,14,16,19,7,19,12,7,12,16,7,6,0,0,4,10,10,8,11,10,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Dasmarinas City,Dasmariñas I,402007,MINAOG ACADEMY,"B13, L65, ST. ANTHONY VILLAGE, SALITRAN 3, DASMARIÑASCITY, C",CAVITE,CITY OF DASMARIÑAS,4th District,SALITRAN III,Private,Non-Sectarian ,School with no Annexes,ES and JHS,4,0,6,5,3,2,0,3,3,2,5,1,4,1,0,0,3,1,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Dasmarinas City,Dasmariñas I,402012,"MOUNT CARMEL SCHOOL OF CAVITE, INC.","BLK 2 LOT 13 PH.  5 SAN MARINO CITY, SALAWAG, DASMARINAS CITY, CAVITE",CAVITE,CITY OF DASMARIÑAS,4th District,SALAWAG,Private,Non-Sectarian ,School with no Annexes,ES and JHS,11,12,12,8,7,9,8,13,6,5,6,17,12,11,0,0,3,4,5,3,7,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Dasmarinas City,Dasmariñas I,402016,"OXFORD LOUISE ACADEMY OF DASMA, INC.",DON PLACIDO CAMPOS AVE. ,CAVITE,CITY OF DASMARIÑAS,4th District,SAN JOSE,Private,Non-Sectarian ,School with no Annexes,ES and JHS,19,20,9,14,23,16,10,20,18,9,13,13,12,16,0,0,23,25,35,28,17,26,31,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Dasmarinas City,Dasmariñas I,402026,"RL LEARNING SCHOOL, INC.",BLK 66 LOT 1 BRGY. SAN JUAN,CAVITE,CITY OF DASMARIÑAS,4th District,SAN JUAN (SAN JUAN I),Private,Non-Sectarian ,School with no Annexes,Purely ES,0,2,4,1,2,2,1,0,1,0,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Dasmarinas City,Dasmariñas I,402027,SAINT ANTHONY MONTESSORI INTEGRATED SCHOOL,IVORY ST.  DIAMOND VILLAGE,CAVITE,CITY OF DASMARIÑAS,4th District,SALAWAG,Private,Non-Sectarian ,School with no Annexes,ES and JHS,14,8,13,7,4,6,7,9,12,1,13,9,5,4,0,0,8,9,5,5,4,7,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Dasmarinas City,Dasmariñas I,402028,SAINT FRANCIS OF ASSISSI COLLEGE SYSTEM,CUEVAS CMPD,CAVITE,CITY OF DASMARIÑAS,4th District,PALIPARAN II,Private,Non-Sectarian ,School with no Annexes,ES and JHS,11,11,18,14,10,16,24,11,9,13,24,19,10,14,0,0,10,12,21,17,11,16,14,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Dasmarinas City,Dasmariñas I,402030,"SAINT JUDE COLLEGE DASMARINAS CAVITE, INC.","URC AVE., SALITRAN IV, DASMARINAS CITY",CAVITE,CITY OF DASMARIÑAS,4th District,SALITRAN IV,Private,Non-Sectarian ,School with no Annexes,All Offering,7,5,7,9,12,5,2,4,10,5,10,12,9,3,0,0,6,12,14,12,15,8,21,13,0,0,30,25,57,23,53,54,0,0,0,0,67,40,0,0,0,0,35,40,37,21,70,39,22,2,0,0,71,24,0,0,0,0
Region IV-A,Dasmarinas City,Dasmariñas I,402031,"ST. LAZARO SCHOOL, INC.",BLK 64 LOT 09 MABUHAY HOMES 2000 PH V SALAWAG DASMARINAS CAV,CAVITE,CITY OF DASMARIÑAS,4th District,SALAWAG,Private,Sectarian ,School with no Annexes,Purely ES,2,1,4,3,0,0,0,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Dasmarinas City,Dasmariñas I,402033,"ST. PAUL COLLEGE, ISLAND PARK","BRITTANY SUBD., GOVERNOR'SDRIVE",CAVITE,CITY OF DASMARIÑAS,4th District,PALIPARAN I,Private,Non-Sectarian ,School with no Annexes,ES and JHS,18,9,17,26,15,20,29,27,22,22,17,24,20,21,0,0,26,19,18,22,15,22,23,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Dasmarinas City,Dasmariñas I,402034,ST. THERESE OF THE CHILD JESUS SCHOOL OF CAVITE,ST.CHARBEL EXEC.VILL.DASMA CAV.,CAVITE,CITY OF DASMARIÑAS,4th District,SAMPALOC IV,Private,Non-Sectarian ,School with no Annexes,ES and JHS,1,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Dasmarinas City,Dasmariñas I,402044,"SHALOM LEARNING CENTER, INC.","PRIVATE LOT, FATIMA I-K",CAVITE,CITY OF DASMARIÑAS,4th District,FATIMA I,Private,Non-Sectarian ,School with no Annexes,ES and JHS,10,8,6,11,4,2,10,3,8,2,11,5,4,7,0,0,5,0,5,4,6,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Dasmarinas City,Dasmariñas I,402048,SOLID ROCK LEARNING SCHOOL,"BLK 2 LOT 10 DON GREGORIO HEIGHTS SUBD. II, DASMARIÑAS CITY, ",CAVITE,CITY OF DASMARIÑAS,4th District,ZONE I (POB.),Private,Non-Sectarian ,School with no Annexes,Purely ES,2,2,4,5,0,4,2,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Dasmarinas City,Dasmariñas I,402049,SOUTHERN LUZON COLLEGE,"BUROL MAIN, CITY OF DASMARIÑAS CAVITE",CAVITE,CITY OF DASMARIÑAS,4th District,BUROL,Private,Non-Sectarian ,School with no Annexes,All Offering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,9,14,24,0,0,0,0,25,6,0,0,0,0,1,0,1,3,8,2,0,0,0,0,9,7,0,0,0,0
Region IV-A,Dasmarinas City,Dasmariñas I,402053,THE FIRST UNITING CHRISTIAN SCHOOL,B23 L15 BAHAMAS ST.,CAVITE,CITY OF DASMARIÑAS,4th District,LANGKAAN II,Private,Non-Sectarian ,School with no Annexes,All Offering,30,30,27,24,26,30,25,29,26,23,34,37,21,32,0,0,25,26,33,27,27,20,28,21,0,0,15,33,80,77,72,63,0,0,0,0,83,59,0,0,0,0,26,48,56,51,55,53,0,0,0,0,84,60,0,0,0,0
Region IV-A,Dasmarinas City,Dasmariñas I,402057,TORCH OF WISDOM MONTESSORI,BLK C5 LOT 4,CAVITE,CITY OF DASMARIÑAS,4th District,SAN SIMON (BRGY.  7),Private,Non-Sectarian ,School with no Annexes,Purely ES,1,3,0,2,3,2,2,3,1,0,1,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Dasmarinas City,Dasmariñas I,402059,"VEL MARIS SCHOOL, INC.",KM. 30 AGUINALDO HIGHWAY,CAVITE,CITY OF DASMARIÑAS,4th District,ZONE I-B,Private,Non-Sectarian ,School with no Annexes,ES and JHS,3,0,16,16,17,13,18,16,20,10,24,21,18,18,0,0,26,22,35,22,35,29,29,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Dasmarinas City,Dasmariñas I,402064,"WISDOM CHRISTIAN SCHOOL, INC",BLK 10 LOT 8 GOLDENVILLE I,CAVITE,CITY OF DASMARIÑAS,4th District,SABANG,Private,Sectarian ,School with no Annexes,Purely ES,4,5,3,1,5,6,3,2,0,0,3,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Dasmarinas City,Dasmariñas I,402106,DE LA SALLE MEDICAL AND HEALTH SCIENCES INSTITUTE,"GOVERNOR D. MANGUBAT AVE., CITY OF DASMARIÑAS, CAVITE",CAVITE,CITY OF DASMARIÑAS,2nd District,ZONE IV (POB.),Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,305,0,0,0,0,0,0,0,0,0,0
Region IV-A,Dasmarinas City,Dasmariñas I,402110,BRENTWOOD ACADEMY OF DASMARINAS INC.,BLK 0-16 STA. CRUZ I DBB-E,CAVITE,CITY OF DASMARIÑAS,4th District,SANTA CRUZ I,Private,Non-Sectarian ,School with no Annexes,ES and JHS,9,10,13,5,7,10,4,7,7,0,11,7,7,7,0,0,7,1,3,3,7,5,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Dasmarinas City,Dasmariñas I,402117,EMILIO AGUINALDO COLLEGE-CAVITE,"CONGRESSIONAL EAST AVE. BUROL MAIN, DASMARIÑAS CITY, CAVITE",CAVITE,CITY OF DASMARIÑAS,2nd District,BUROL,Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,157,134,203,603,668,0,0,0,0,212,149,0,0,0,0,91,175,138,176,530,684,0,0,0,0,235,156,0,0,0,0
Region IV-A,Dasmarinas City,Dasmariñas I,402120,FAR EASTERN POLYTECHNIC COLLEGE,"SANTA LUCIA, DBB1, DASMARIÑAS CITY, CAVITE",CAVITE,CITY OF DASMARIÑAS,2nd District,SANTA LUCIA (SAN JUAN II),Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,23,55,53,0,0,25,18,0,0,86,52,0,0,0,0,18,23,27,40,0,0,10,14,0,0,93,63,0,0,0,0
Region IV-A,Dasmarinas City,Dasmariñas I,402131,PNTC COLLEGES,LT. CANTIMBUHAN ST.,CAVITE,CITY OF DASMARIÑAS,2nd District,ZONE III (POB.),Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,39,2,52,3,0,0,0,0,0,0,0,0,1,3,0,0,7,0,108,9,0,0,0,0
Region IV-A,Dasmarinas City,Dasmariñas I,402132,"STI COLLEGE DASMARIÑAS, INC.","STI BLDG. N. GUEVARRA ST. ZONE 1 DASMARIÑAS CITY, CAVITE",CAVITE,CITY OF DASMARIÑAS,2nd District,ZONE I (POB.),Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,9,11,0,0,0,0,0,0,57,23,0,0,0,0,9,11,0,0,0,0,0,0,0,0,40,18,0,0,0,0
Region IV-A,Dasmarinas City,Dasmariñas I,405081,ASIAN INSTITUTE SCIENCE AND TECHNOLOGY COLLEGE-DASMARIÑAS,"AISAT BLDG.  EMILIO AGUINALDO HIGHWAY, DASMARIÑAS CITY",CAVITE,CITY OF DASMARIÑAS,2nd District,ZONE IV (POB.),Private,Sectarian ,School with no Annexes,Purely SHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,111,121,122,72,95,15,17,0,0,206,209,0,0,0,0,8,70,100,97,65,83,10,10,0,0,144,130,0,0,0,0
Region IV-A,Dasmarinas City,Dasmariñas I,405118,FEAPITSAT COLLEGE OF DASMARIÑAS INC.,"MANGUBAT AVE., DASMARIÑAS CITY CAVITE",CAVITE,CITY OF DASMARIÑAS,2nd District,ZONE IV (POB.),Private,Sectarian ,School with no Annexes,Purely SHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,38,69,6,23,21,51,0,0,22,33,0,0,0,0,20,38,25,29,16,25,2,7,0,0,80,75,0,0,0,0
